year,text,positive_score
2019,[路演]九典制药：新药“左愈胶囊”已完成临床备案[路演]九典制药：新药“左愈胶囊”已完成临床备案[路演]九典制药：新药“左愈胶囊”已完成临床备案全景网4月19日讯?九典制药（300705）2018年度业绩说明会周五下午在全景网举办，公司总经理郑霞辉在活动上表示，公司目前有二类新药“左愈胶囊”已完成临床备案，另有几个新药品种正在进行临床前研究。九典制药主营业务为医药产品的研发、生产和销售，产品主要包括药品制剂、原料药、药用辅料及植物提取物四大类别。（全景网）了解更多路演详情，请点击：http://rs.p5w.net/html/93285.shtml,1
2019,湖南九典制药股份有限公司2018年年度报告披露提示性公告,0.997409411
2019,九典制药(300705.SZ)2018年净利升4.98%至7198.5万元 拟10派0.47元格隆汇4月12日丨九典制药(300705.SZ)发布2018年年度报告，公司实现营业收入8.01亿元，同比增加49.93%；归属于上市公司股东的净利润7198.5万元，同比增加4.98%；归属于上市公司股东的扣除非经常性损益的净利润6739.86万元，同比增加5.40%；基本每股收益0.31元；拟每10股派发现金红利0.47元(含税)。格隆汇4月12日丨九典制药(300705.SZ)发布2018年年度报告，公司实现营业收入8.01亿元，同比增加49.93%；归属于上市公司股东的净利润7198.5万元，同比增加4.98%；归属于上市公司股东的扣除非经常性损益的净利润6739.86万元，同比增加5.40%；基本每股收益0.31元；拟每10股派发现金红利0.47元(含税)。报告期，在全体科研人员的积极努力下，公司研发工作取得累累硕果。制剂研发方面，取得了硝呋太尔阴道片等4个生产批件；完成了盐酸左西替利嗪片一致性评价的国家局动态核查及补充研究工作；完成了厄贝沙坦片等3个项目的注册申报。原辅料研发方面，完成了5个原料药的备案登记；完成了52个辅料备案登记资料的整理、申报，并获得登记号。公司各车间产量均有大幅增长，各车间在生产安排、产品收率、质量控制、节能降耗、人员优化、智能化改造等方面进行优化和提高，在成本控制方面也取得了较好的成绩。望城生产基地组织结构基本搭建，建立和完善了一系列生产质量管理制度，在确保两次GMP认证、所有的原料药、辅料变更生产地址等顺利完成的同时合理安排奥硝唑、塞克硝唑的生产以满足市场需求。公司顺利通过了3次GMP认证检查：分别是奥硝唑GMP认证检查，口服溶液剂和原料药(磷酸氢二钠、磷酸二氢钠)GMP认证检查，口服混悬剂、中药前处理与提取、原料药GMP认证检查。同时，通过了植物提取物犹太认证检查；盐酸左西替利嗪片一致性评价现场检查；接受并通过了韩国MFDS官方检查；多次接待国外客户审计。,4.73E-05
2019,九典制药(300705.SZ)一季度净利润预降2.29%-14.02%格隆汇4月10日丨九典制药(300705.SZ)公布，预计2019年第一季度归属于上市公司股东的净利润1100万元–1250万元，同比下降2.29%-14.02%。格隆汇4月10日丨九典制药(300705.SZ)公布，预计2019年第一季度归属于上市公司股东的净利润1100万元–1250万元，同比下降2.29%-14.02%。预计2019年第一季度归属于上市公司股东的净利润比上年同期下降主要系本报告期内公司研发投入及子公司期间费用较上年同期增加所致。另外，预计报告期内公司非经常性损益对净利润的影响金额约130万元。,7.30E-10
2019,九典制药(300705.SZ)2018年净利润升6.60%至7309.78万元格隆汇2月27日丨九典制药(300705.SZ)公布2018年度业绩快报，公司实现营业收入8.03亿元，同比增长50.19%；营业利润8108.83万元，同比增长8.35%；利润总额8036.34万元，同比增长4.34%；归属于上市公司股东的净利润7309.78万元，同比增长6.60%；基本每股收益0.31元。格隆汇2月27日丨九典制药(300705.SZ)公布2018年度业绩快报，公司实现营业收入8.03亿元，同比增长50.19%；营业利润8108.83万元，同比增长8.35%；利润总额8036.34万元，同比增长4.34%；归属于上市公司股东的净利润7309.78万元，同比增长6.60%；基本每股收益0.31元。营业收入、营业利润、利润总额及归属于上市公司股东的净利润增长的主要原因是公司围绕经营计划及战略部署，加大研发和市场投入，增强内部管理，提升效率，老产品和新产品销售量逐步提升，经营业绩同向增长。报告期末，公司总资产为9.43亿元，净资产为7.19亿元，较期初分别增长22.56%、8.94%。增长的主要原因是随着公司经营规模不断扩大，短期借款增加4600.00万元用于支付货款，长期借款增加2968.94万元用于购买办公楼，以及公司报告期实现盈利致所有者权益增加所致。,1
2019,九典制药：盐酸左西替利嗪片通过仿制药一致性评价e公司讯，九典制药(300705)2月18日晚间公告，公司于近日收到国家药监局核准下发的《药品补充申请批件》，公司“盐酸左西替利嗪片”通过仿制药质量与疗效一致性评价。另外，公司于近日收到国家知识产权局核发的一项发明专利证书，该发明涉及一种大环内酯类化合物关键中间体的制备工艺。e公司讯，九典制药(300705)2月18日晚间公告，公司于近日收到国家药监局核准下发的《药品补充申请批件》，公司“盐酸左西替利嗪片”通过仿制药质量与疗效一致性评价。另外，公司于近日收到国家知识产权局核发的一项发明专利证书，该发明涉及一种大环内酯类化合物关键中间体的制备工艺。,0.999942614
2019,九典制药五名股东拟合计减持不超3%股份上证报讯（记者 骆民）九典制药公告，公司股东盛世九鼎、卓兴九鼎、宝寿九鼎、智仕九鼎、兴贤九鼎，计划三个月内通过竞价交易、大宗交易及法律、法规允许的其他方式减持公司股份不超过7，040，400股（占公司总股本比例3%）。上证报讯（记者 骆民）九典制药公告，公司股东盛世九鼎、卓兴九鼎、宝寿九鼎、智仕九鼎、兴贤九鼎，计划三个月内通过竞价交易、大宗交易及法律、法规允许的其他方式减持公司股份不超过7，040，400股（占公司总股本比例3%）。,0.978682333
2019,[公司]九典制药多名股东拟合计减持不超3%股份[公司]九典制药多名股东拟合计减持不超3%股份[公司]九典制药多名股东拟合计减持不超3%股份全景网2月12日讯?九典制药(300705)周二晚公告，股东盛世九鼎、卓兴九鼎、宝寿九鼎、智仕九鼎、兴贤九鼎，拟在未来90日内，合计减持不超过704万股，占公司总股本3%。(全景网),0.736316642
2019,九典制药：多名股东拟合计减持不超3%股份e公司讯，九典制药(300705)2月12日晚公告，股东盛世九鼎、卓兴九鼎、宝寿九鼎、智仕九鼎、兴贤九鼎，拟在未来90日内，合计减持不超过704万股，占公司总股本3%。e公司讯，九典制药(300705)2月12日晚公告，股东盛世九鼎、卓兴九鼎、宝寿九鼎、智仕九鼎、兴贤九鼎，拟在未来90日内，合计减持不超过704万股，占公司总股本3%。,0.001913249
2019,九典制药：盛世九鼎、卓兴九鼎等多名股东拟合计减持不超过3%。,0.788694638
2019,医药股持续攀升 恩华药业、九典制药涨停医药股持续攀升，截至发稿，恩华药业、九典制药涨停，贝达药业、华海药业涨逾8%，万孚生物、济川药业涨逾6%。医药股持续攀升，截至发稿，恩华药业、九典制药涨停，贝达药业、华海药业涨逾8%，万孚生物、济川药业涨逾6%。1月17日，国务院办公厅发布《国家组织药品集中采购和使用试点方案》通知，在北京、天津、上海、重庆和沈阳、大连、厦门、广州、深圳、成都、西安11个城市进行带量采购试点。天风证券认为，带量采购挤压药价水分，减少流通中寻租、交易成本、占款等费用，原则上不影响企业的制造成本和合理利润。长期看仿制药企业产品梯队建设和原料药-制剂一体化生产能力，医药行业可重点关注医药大消费、医疗服务和医疗器械领域等。,0.996643132
2019,医药股早盘反弹 九典制药涨停医药股早盘反弹，截至发稿，九典制药涨停，健民集团涨逾6%，贝达药业涨逾4%，恒瑞医药、康泰生物、恩华药业等涨幅居前。医药股早盘反弹，截至发稿，九典制药涨停，健民集团涨逾6%，贝达药业涨逾4%，恒瑞医药、康泰生物、恩华药业等涨幅居前。《国家组织药品集中采购和使用试点方案》昨发布。中金公司点评称，方案总体较温和，在国家层面首次提出医保支付价并给与2-3年过渡期。制药行业最严厉政策已过，中长期仍看好中国医药板块。当前政策变革有利市场集中化提升，龙头标的仍是最佳选择。带量采购政策仍有调整空间，且一致性评价进度缓慢，仿制药板块的放缓可能要慢于市场悲观的预测。在用药结构调整的背景下，创新药（肿瘤药）、生物药等仍有较大用药渗透率提升空间。,1
2018,九典制药现5笔大宗交易 共成交4，025.18万元新浪财经讯 九典制药在11月27日，发生5笔大宗交易。新浪财经讯 九典制药在11月27日，发生5笔大宗交易。第1笔成交价格为11.55元，成交105.40万股，成交金额1，217.37万元，买方营业部为国泰君安证券股份有限公司长沙芙蓉中路证券营业部，卖方营业部为长江证券股份有限公司湖南分公司。第2笔成交价格为11.55元，成交85.00万股，成交金额981.75万元，买方营业部为国泰君安证券股份有限公司长沙芙蓉中路证券营业部，卖方营业部为长江证券股份有限公司湖南分公司。第3笔成交价格为11.55元，成交68.00万股，成交金额785.40万元，买方营业部为国泰君安证券股份有限公司长沙芙蓉中路证券营业部，卖方营业部为长江证券股份有限公司湖南分公司。第4笔成交价格为11.55元，成交51.00万股，成交金额589.05万元，买方营业部为国泰君安证券股份有限公司长沙五一东路证券营业部，卖方营业部为长江证券股份有限公司湖南分公司。第5笔成交价格为11.55元，成交39.10万股，成交金额451.61万元，买方营业部为国泰君安证券股份有限公司长沙芙蓉中路证券营业部，卖方营业部为长江证券股份有限公司湖南分公司。责任编辑：小浪快报,0.999999989
2018,九典制药公布三季报 前三季净利减少4.17%新浪财经讯 10月28日消息，九典制药发布三季度报告。新浪财经讯 10月28日消息，九典制药发布三季度报告。公告显示，公司前三季度营业收入561，335，149.85元，同比增加60.41%，归属上市公司股东的净利润44，420，556.34元，同比减少4.17%。公告显示，十大流通股东中，杨占新、肖蓉、黄琨、中国工商银行股份有限公司－诺安先锋混合型证券投资基金、张静华、龚庆华、杨德祥为新进流通股东。责任编辑：小浪快报,0.997015684
2018,九典制药股东拟减持不超3%股份上证报讯（记者 骆民）九典制药公告，公司股东到盛世九鼎、卓兴九鼎、宝寿九鼎、智仕九鼎、兴贤九鼎、苏州惠康合计持有公司股份17，600，000股，占公司总股本的7.50%，计划三个月内，通过竞价交易、大宗交易及法律、法规允许的其他方式减持公司股份不超过7，040，400股（占公司总股本比例3.00%）。上证报讯（记者 骆民）九典制药公告，公司股东到盛世九鼎、卓兴九鼎、宝寿九鼎、智仕九鼎、兴贤九鼎、苏州惠康合计持有公司股份17，600，000股，占公司总股本的7.50%，计划三个月内，通过竞价交易、大宗交易及法律、法规允许的其他方式减持公司股份不超过7，040，400股（占公司总股本比例3.00%）。,0.234126614
2018,医药板块蒸发千亿 九鼎系、赵丹阳、姜广策被“埋”“疫苗黑天鹅”！医药板块蒸发千亿，九鼎系、赵丹阳、姜广策被“埋”“疫苗黑天鹅”！医药板块蒸发千亿，九鼎系、赵丹阳、姜广策被“埋”来源： 野马财经长生生物“疫苗造假事件”，在医药板块正上演“一颗老鼠屎坏了一锅粥”的剧情。资本市场的各方避之唯恐不及，无奈却已经受到这轮次生灾害的波及。7月24日一大早，交易所的互动平台上就炸开了锅，多家医药上市公司纷纷声明公司业务与疫苗无关。尽管当日医药板块整体已显出反弹之势，但是危机仍未解除。此前一个交易日，除长生生物、长春高新、康泰生物、智飞生物、沃森生物几大疫苗股集体跌停、巨额卖单压顶外，中证医药行业分类中274只个股仅有20只收盘处于上涨状态，数百家医药企业合计千亿市值灰飞烟灭。在疯狂下跌的医药股当中，野马财经（微信公号：ymcj8686）发现，不乏“九鼎系”、“医药一哥”姜广策旗下西藏德传、“私募教父”赵丹阳旗下赤子之心等机构持仓。“九鼎系”持仓市值蒸发近2亿如果说“中植系”旗下财富管理公司踩雷长生生物是运气不好，那“九鼎系”一天之内持有的医药股市值蒸发近2亿就似乎显得有些无辜。据野马财经（微信公号：ymcj8686）不完全统计，仅7月23日，“九鼎系”持仓的医药股全线下跌。其中九典制药（300705.SZ）跌幅最多，达10个百分点；盘龙药业（002864.SZ）尽管跌幅不及九典制药，但由于“九鼎系”在其中合计持仓比例较大，故7月23日，其持仓市值减少8325万元；做医疗器械的欧普康视（300595.SZ）也未能幸免，当日跌幅达5.28%，“九鼎系”持仓市值减少4493万元。目前“九鼎系”有两大资本运作平台：一家上市公司九鼎投资（600053.SH），另一家则是国内首家挂牌的PE机构九鼎集团（430719.OC）。一直以来，“九鼎系”以擅长医药行业投资所著称。据此前媒体报道，一位PE业内人士称，九鼎在医药并购方面有着巨大的优势，全国绝大部分利润在2000万元以上的药企都被九鼎扫了一遍。在此前的医药投资中，“九鼎系”也获得了多个奖项。譬如“投中信息”颁发的2016年度中国医疗及健康服务产业最佳退出案例TOP10（普德药业）、2016年度中国医疗及健康服务产业最佳生物医药领域投资案例TOP10（中和药业）。据九鼎投资2017年年报，“九鼎系”专门的医疗产业基金就有4个，专门投资大健康及相关产业。除此之外，昆吾九鼎（北京）医药投资管理有限公司已在基金业协会备案。在上述医药个股中，“九鼎系”也是通过这些私募基金公司或有限合伙公司进行持仓。据野马财经（微信公号：ymcj8686）观察发现，“九鼎系”并不是用单一的公司进行持仓，而是用多个公司持仓同一家公司。如在九典制药前十大股东中，“九鼎系”就通过四家名称以苏州夏启开头的有限合伙公司合计持仓超6%。北京一位私募行业的刘先生告诉野马财经（微信公号：ymcj8686），这种持仓方式在私募当中很常见。一方面是为了分散风险、操作灵活，另一方面可能是私募机构并不想在前十大股东中暴露的那么明显。对于“九鼎系”未来是否会继续大规模持仓医药股，野马财经（微信公号：ymcj8686）曾联系九鼎投资，目前暂未收到对方置评。“私募教父”“医药一哥”无一幸免除了“九鼎系”外，许多钟情于医药行业的私募大佬在本次医药板块的普跌过程当中也受到波及。首当其冲的就是“医药一哥”姜广策。据野马财经（微信公号：ymcj8686）不完全统计，7月23日，姜广策旗下的西藏德传投资管理有限公司持有的佛慈制药（002644.SZ）、太安堂（002433.SZ），分别下跌1.92%和1.25%；鹏华资产德传医疗资产管理计划持有新开源（300109.SZ），跌幅更是达到了7.45%之多。姜广策在医药界是个妥妥的学霸，他不仅是中山大学有机天然药物博士，还是广东华南理工大学生物制药博士后，广东省2007年自然科学一等奖获得者。2010年开始，原本在券商担任分析师的姜广策离职创业，发行了中国金融史上第一支二级市场的医药行业基金。两年后，他创立了西藏德传，并发行了首支德传医疗基金，专注于A股医药类上市公司投资。基金成立一年多，管理规模增长逾6倍，累计收益率达到82%，他也获得了“医药一哥”的称号。在今年4月，姜广策接受《证券市场红周刊》采访时说，在目前波动的市场背景下，最佳的资金配置策略就是提升对医药板块的配置比例，至于如何配置则必然是要从业绩和基本面上进行优选。如果说“医药一哥”姜广策投资医药是科班出身、专业所致，那毕业于厦门大学自动化系的“私募教父”赵丹阳则是钟情于“喝酒吃药”。尽管吃的全是中药，可依然无一例外的受到波及。东财choice数据显示，赵丹阳的旗下私募赤子之心分别持有三家中药企业股份。7月23日当天，赤子之心所持有的太极集团（600129.SH）、马应龙（600993.SH）、以岭药业（002603.SZ）分别下跌3.19%、0.06%和1.84%。值得注意的是，2008年赵丹阳曾借午餐机会向巴菲特推荐物美商业股票。巴菲特不经意间的一句“会考虑”，推动该股票连续4个交易日大涨近24%。券商曾“强烈推荐” 只看增长不顾风险7月23日晚间收盘后，众多市场信息依然扣人心弦。深交所宣布已对长生生物大股东、董监高所持有股份进行限售处理。另外，融通、中银、富国等5家基金公司相继下调了另一家疫苗企业康泰生物的估值。康泰生物是“疫苗之王”所涉及到的国产疫苗行业上市公司之一，其董事长杜伟民涉及的疫苗往事被广泛关注。据Wind统计，最新披露的基金中报显示，共有89只基金重仓持有康泰生物，持有总市值约36.42亿元，此次估值下调后，预计基金持有康泰生物市值将缩水11.62亿元。还有分析人士称，当前疫苗事件短期对疫苗板块具有重大冲击，建议回避。然而，疫苗事件近些年屡屡发生。诸如此类的风险提示，却很少出现在券商分析师的研报中。野马财经（微信号：ymcj8686）梳理发现，广证恒生自2017年3月29日首次对长生生物给出“强烈推荐”评级，此后七次评级均维持“强烈推荐”。其中，2017年4月广证恒生密集发布5份研报，称“长生生物公司成功克服行业疫苗事件的影响，保持业绩稳步成长”，“公司的狂苗签发量遥遥领先”。事不凑巧，这家企业开始出现疫苗事件。2017年11月6日，长生生物发布公告称其全资子公司长春长生生产的百白破联合疫苗在中检院的药品抽样检验中被检出效价指标不符合标准规定。在此之后，广证恒生没有再发布类似观点的研报。然而，方正证券却开始多次对长生生物给出“强烈推荐”评级。方正证券研报称，“疫苗量价齐升，经营收入和净利润实现双高增长”“狂苗市场趋于饱和，预计未来保持10%左右的温和增长”。在风险方面，方正证券更多的是强调“疫苗市场恢复不及预期；有渠道整合风险、行业政策风险。”然而，在这些研报的风险提示中，都没有明确揭示2017年长生生物百白破疫苗被中检院查出不合规这一事项及其影响。野马财经（微信号：ymcj8686）发现，长生生物疫苗事件爆发以来，仅有川财证券于7月18日发布研报称，长生生物突发狂犬疫苗召回，预计公司将因此减少2018年上半年营收约2亿元，净利润约1.4亿元，并将减少2018年下半年营收约5.4亿元，下调公司评级至“减持”。长生生物“疫苗造假事件”预计还会发酵，“一颗老鼠屎坏了一锅粥”，这轮次生灾害波及众多机构和个人投资者。那么，你是否也跟“私募教父”“医药一哥”、九鼎一样不幸踩雷了吗？经此事件的影响，你又总结了哪些经验和教训呢？欢迎评论区留言。责任编辑：张恒,1
